categories,name,kkal,belki,fat,ugl
Мука и мучные изделия,Вареники от Ильиной с картофелем,125,4.4,3.7,18.5
Мука и мучные изделия,Спагеттини,333,11.2,1.6,68.4
Мука и мучные изделия,Мука соевая полуобезжиренная,334,43.0,9.5,19.1
Мука и мучные изделия,Макароны высшего сорта вареные,112,3.5,0.4,23.2
Мука и мучные изделия,Пенне Myllyn Paras,344,10.4,1.1,71.5
Мука и мучные изделия,Листы для лазаньи,350,12.0,1.5,72.2
Мука и мучные изделия,Лапша домашняя,322,12.0,3.7,60.1
Мука и мучные изделия,Блины с красной икрой,324,12.7,15.2,33.7
Мука и мучные изделия,Блины с ветчиной,292,8.9,13.5,33.9
Мука и мучные изделия,Лингуине,350,12.0,1.2,71.0
Мука и мучные изделия,Мука кунжутная,462,45.0,12.0,32.0
Мука и мучные изделия,Листы для лазаньи Barilla,350,12.0,1.5,72.2
Мука и мучные изделия,Мука ржаная сеяная,304,6.9,1.4,67.3
Мука и мучные изделия,Вермишель Myllyn Paras,344,10.4,1.1,71.5
Мука и мучные изделия,Лапша Buitoni Феттучине Гнезда,350,11.5,1.9,71.8
Мука и мучные изделия,Мука кедровая,432,31.0,19.0,33.0
Мука и мучные изделия,Спагетти Ширатаки,9,0.0,0.0,0.6
Мука и мучные изделия,Вареники от Ильиной с творогом,154,12.0,4.2,17.0
Мука и мучные изделия,Блины с маслом,332,8.0,15.2,40.6
Мука и мучные изделия,Паста,344,10.0,1.1,71.5
Мука и мучные изделия,Оладушки с вишней,294,6.3,7.3,51.4
Мука и мучные изделия,Тальятелле,374,21.7,2.2,63.3
Мука и мучные изделия,Ракушка Myllyn Paras,344,10.4,1.1,71.5
Мука и мучные изделия,Лапша Buitoni Тальятелле Гнезда,370,13.5,4.0,69.0
Мука и мучные изделия,Мука амарантовая,298,8.9,1.7,61.7
Мука и мучные изделия,Блины с сыром,348,11.4,18.3,34.3
Мука и мучные изделия,Капеллини,346,13.0,1.5,70.2
Мука и мучные изделия,Мука кукурузная диетическая,330,7.2,1.5,70.2
Мука и мучные изделия,Мука кокосовая Coconut Secret,443,25.0,10.7,64.3
Мука и мучные изделия,Лапша харусаме,352,0.0,0.0,88.1
Мука и мучные изделия,Мука пшеничная 1-го сорта,331,10.6,1.3,67.6
Мука и мучные изделия,Вареники от Ильиной с черникой,105,7.6,0.0,18.7
Мука и мучные изделия,Мука гороховая,298,21.0,2.0,49.0
Мука и мучные изделия,Аньолотти,344,10.0,1.1,71.5
Мука и мучные изделия,Пельмени,275,11.9,12.4,29.0
Мука и мучные изделия,Букатини,350,12.0,1.2,71.0
Мука и мучные изделия,Блины со сгущеным молоком,324,8.1,12.4,41.7
Мука и мучные изделия,Макароны запеченные с яйцом,152,4.6,8.3,14.8
Мука и мучные изделия,Рисовая бумага,333,5.8,0.0,77.0
Мука и мучные изделия,Фунчоза,320,0.7,0.5,84.0
Мука и мучные изделия,Бораки,277,13.7,12.0,30.7
Мука и мучные изделия,Баветте,351,11.0,1.3,70.5
Мука и мучные изделия,Мука овсяная диетическая,369,13.0,6.8,64.9
Мука и мучные изделия,Мука тритикале,338,13.2,1.8,73.1
Мука и мучные изделия,Блины с ветчиной и сыром,382,14.3,20.2,35.3
Мука и мучные изделия,Мука пшенично-отрубная Дивинка,208,11.5,2.2,58.7
Мука и мучные изделия,Мука льняная,270,36.0,10.0,9.0
Мука и мучные изделия,Лапша гречневая SOBA,348,14.7,0.9,70.5
Мука и мучные изделия,Мука соевая обезжиренная,291,48.9,1.0,21.7
Мука и мучные изделия,Вареники Хвалынские с картошкой и грибами,184,6.0,3.6,32.0
Мука и мучные изделия,Блины,233,6.1,12.3,26.0
Мука и мучные изделия,Макароны высшего сорта,337,10.4,1.1,69.7
Мука и мучные изделия,Мука блинная,336,10.1,1.8,69.7
Мука и мучные изделия,Мука гречневая блинная Myllyn Paras,340,13.0,1.7,67.5
Мука и мучные изделия,Спагетти Buitoni Spaghetti Lunghi,350,11.5,1.7,71.8
Мука и мучные изделия,Мука ячменная,284,10.0,1.6,56.1
Мука и мучные изделия,Лапша Buitoni La Rasagnole Феттучине,370,13.5,4.0,69.0
Мука и мучные изделия,Блины с грибами,218,6.7,9.9,21.0
Мука и мучные изделия,Макароны яичные,345,11.3,2.1,68.0
Мука и мучные изделия,Спираль Myllyn Paras,344,10.4,1.1,71.5
Мука и мучные изделия,Мафальдине,350,1.5,12.0,72.2
Мука и мучные изделия,Макароны Макфа,344,10.4,1.1,71.5
Мука и мучные изделия,Блины с мёдом,350,7.2,13.5,50.4
Мука и мучные изделия,Мука овсяная Гарнец,306,11.9,5.8,65.4
Мука и мучные изделия,Мука миндальная,602,25.8,54.5,13.0
Мука и мучные изделия,Конкильони,344,10.4,1.1,71.5
Мука и мучные изделия,Спагетти Myllyn Paras,344,10.4,1.1,71.5
Мука и мучные изделия,Вермишель Бефстроганов соевая,254,48.9,2.3,8.9
Мука и мучные изделия,Папарделле,344,10.0,1.1,71.5
Мука и мучные изделия,Оладушки с вареной сгущенкой,299,6.8,9.1,49.5
Мука и мучные изделия,Мука ржаная обдирная,325,9.0,1.0,73.0
Мука и мучные изделия,Макароны вареные с жиром,135,3.4,5.0,19.0
Мука и мучные изделия,Мука тыквенная,305,33.0,9.0,23.0
Мука и мучные изделия,Мука соевая необезжиренная,385,36.5,18.6,17.9
Мука и мучные изделия,Мука пшеничная высшего сорта,334,10.3,1.1,68.9
Мука и мучные изделия,Лапша удон,337,10.4,1.1,69.7
Мука и мучные изделия,Листы для лазаньи Buitoni,350,11.5,1.9,71.8
Мука и мучные изделия,Мука пшеничная высшего сорта Myllyn Paras,350,12.7,2.0,69.5
Мука и мучные изделия,Мука чечевичная,321,28.0,1.0,56.0
Мука и мучные изделия,Макароны Buitoni Спиральки трехцветные,347,11.7,1.7,71.3
Мясные продукты,Котлеты из индейки,220,18.6,12.2,8.7
Мясные продукты,Мясо соевое,296,52.0,1.0,17.6
Мясные продукты,Блюдо узбекское Плов с бараниной 4 сезона,150,4.2,6.0,14.9
Мясные продукты,Говяжья грудинка копчёная,632,7.6,66.8,0.0
Мясные продукты,Говяжья лопатка,137,19.4,6.6,0.0
Мясные продукты,Утка вареная,248,19.7,18.8,0.0
Мясные продукты,Тефтели свиные,172,7.0,10.0,12.0
Мясные продукты,Куриная печень жареная,210,30.8,8.9,2.0
Мясные продукты,Свиное сердце,118,16.9,4.8,2.2
Мясные продукты,Хамон,241,34.8,16.1,1.3
Мясные продукты,Баранина вареная,291,24.6,21.4,0.0
Мясные продукты,Свиная щековина копченая,625,9.1,67.1,0.5
Мясные продукты,Баранина тушеная,268,20.0,20.9,0.0
Мясные продукты,Блюдо мексиканское Чили кон карне 4 сезона,160,6.4,8.8,15.7
Мясные продукты,Свиная рулька со шкурой,294,18.6,24.7,0.0
Мясные продукты,Баранина жареная,320,20.0,24.0,0.0
Мясные продукты,Индейка (крылышки),168,16.5,11.4,
Мясные продукты,Куриная грудка копченая,117,18.0,5.0,0.0
Мясные продукты,Оленина варено-прессованная,148,27.0,2.2,0.0
Мясные продукты,Свинина постная,160,19.4,7.1,0.0
Мясные продукты,Котлеты из свинины отбивные,470,17.5,40.3,8.8
Мясные продукты,Бифштекс,384,27.8,29.6,1.7
Мясные продукты,Цесарка,110,20.6,2.5,0.0
Мясные продукты,Бизонье мясо,109,21.6,1.2,0.0
Мясные продукты,Блюдо китайское Курочка по-пекински 4 сезона,102,5.6,3.3,11.8
